タイトル,機関名,リポジトリ名,対象年,対象月,総件数,本文あり件数,DOI付与件数,embargoed access(全件数),metadata only access(全件数),restricted access(全件数),open access(全件数),abstract(全件数),fulltext(全件数),summary(全件数),thumbnail(全件数),dataset,software,other(objectType)(全件数),conference paper(全件数),data paper(全件数),departmental bulletin paper(全件数),editorial(全件数),journal article(全件数),periodical(全件数),review article(全件数),article(全件数),book(全件数),book part(全件数),cartographic material(全件数),map(全件数),conference object(全件数),conference proceedings(全件数),conference poster(全件数),dataset(全件数),image(全件数),still image(全件数),moving image(全件数),video(全件数),lecture(全件数),patent(全件数),internal report(全件数),report(全件数),research report(全件数),technical report(全件数),policy report(全件数),report part(全件数),working paper(全件数),sound(全件数),thesis(全件数),bachelor thesis(全件数),master thesis(全件数),doctoral thesis(全件数),interactive resource(全件数),learning object(全件数),musical notation(全件数),research proposal(全件数),software(全件数),technical documentation(全件数),workflow(全件数),data management plan(全件数),interview(全件数),manuscript(全件数),newspaper(全件数),software paper(全件数),other(全件数),embargoed access(本文あり),metadata only access(本文あり),restricted access(本文あり),open access(本文あり),abstract(本文あり),fulltext(本文あり),summary(本文あり),thumbnail(本文あり),dataset(本文あり),software(本文あり),other(objectType)(本文あり),conference paper(本文あり),data paper(本文あり),departmental bulletin paper(本文あり),editorial(本文あり),journal article(本文あり),periodical(本文あり),review article(本文あり),article(本文あり),book(本文あり),book part(本文あり),cartographic material(本文あり),map(本文あり),conference object(本文あり),conference proceedings(本文あり),conference poster(本文あり),dataset(本文あり),image(本文あり),still image(本文あり),moving image(本文あり),video(本文あり),lecture(本文あり),patent(本文あり),internal report(本文あり),report(本文あり),research report(本文あり),technical report(本文あり),policy report(本文あり),report part(本文あり),working paper(本文あり),sound(本文あり),thesis(本文あり),bachelor thesis(本文あり),master thesis(本文あり),doctoral thesis(本文あり),interactive resource(本文あり),learning object(本文あり),musical notation(本文あり),research proposal(本文あり),software(本文あり),technical documentation(本文あり),workflow(本文あり),data management plan(本文あり),interview(本文あり),manuscript(本文あり),newspaper(本文あり),software paper(本文あり),other(本文あり)
2023年01月,宮崎公立大学,宮崎公立大学学術情報リポジトリ,2023,1,553,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2023年01月,宮崎国際大学,宮崎学園図書館学術リポジトリ,2023,1,788,763,0,0,25,0,0,0,0,0,0,0,0,0,2,0,777,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,752,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2023年01月,宮城教育大学,宮城教育大学機関リポジトリ,2023,1,1194,1182,0,0,12,0,0,0,0,0,0,0,0,0,0,0,782,0,300,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,773,0,298,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
2023年01月,公立大学法人宮城大学,公立大学法人宮城大学学術機関リポジトリ,2023,1,705,705,434,0,0,0,25,0,25,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,25,0,25,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,33,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,259
2023年01月,宮城学院女子大学,宮城学院女子大学機関リポジトリ,2023,1,644,644,574,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2023年01月,身延山大学,身延山大学　リポジトリ,2023,1,2663,2654,1358,0,9,0,0,0,0,0,0,0,0,0,0,0,993,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1274
2023年01月,美作大学,美作大学・美作大学短期大学部リポジトリ,2023,1,735,660,1,0,21,0,0,0,0,0,0,0,0,0,0,0,428,0,204,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,191,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2023年01月,三重大学,三重大学学術機関リポジトリ研究成果コレクション,2023,1,15195,12924,0,0,1460,0,462,0,462,0,0,0,0,0,226,0,5956,0,787,0,0,14,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,946,0,0,0,0,0,3719,0,0,462,0,126,0,0,0,0,0,0,0,0,0,0,2889,0,0,0,462,0,462,0,0,0,0,0,226,0,4566,0,787,0,0,14,28,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,945,0,0,0,0,0,2904,0,0,462,0,126,0,0,0,0,0,0,0,0,0,0,2826
2023年01月,三重県立看護大学,三重県立看護大学学術機関リポジトリ,2023,1,315,315,224,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2023年01月,目白大学,目白大学リポジトリ,2023,1,1781,1777,3,0,4,0,6,0,6,0,0,0,0,0,0,0,1256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,519,0,0,0,6,0,6,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,518
2023年01月,明星大学,明星大学学術機関リポジトリ,2023,1,2553,2545,0,0,0,0,34,0,34,0,0,0,0,0,3,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,9,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,34,0,34,0,0,0,0,0,3,0,2021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,475
2023年01月,明倫短期大学,明倫リポジトリ,2023,1,1002,1002,297,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,993,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2023年01月,名桜大学,名桜大学リポジトリ,2023,1,698,499,0,0,199,0,0,0,0,0,0,0,0,0,0,0,590,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2023年01月,明海大学,明海大学学術リポジトリ,2023,1,296,296,0,0,0,0,75,0,75,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,75,0,75,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,77,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,84
2023年01月,名城大学,名城大学学術機関リポジトリ,2023,1,660,660,0,0,0,0,118,0,118,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,118,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,明治国際医療大学,明治国際医療大学学術機関リポジトリ,2023,1,383,377,0,0,4,0,6,0,6,0,0,0,0,0,0,0,2,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,6,0,6,0,0,0,0,0,0,0,2,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,19
2023年01月,明治大学,明治大学学術成果リポジトリ,2023,1,17295,17082,0,0,81,0,473,0,473,0,0,0,0,0,0,0,16563,0,85,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,155,0,0,473,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,473,0,473,0,0,0,0,0,0,0,16495,0,82,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,0,0,473,0,7,0,0,0,0,0,0,0,0,0,0,5
2023年01月,明治学院大学,明治学院大学　機関リポジトリ,2023,1,3599,3582,35,0,14,0,27,0,27,0,0,0,0,0,5,0,3151,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,394,0,0,0,27,0,27,0,0,0,0,0,5,0,3137,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,0,3,0,0,0,0,0,0,0,0,0,0,394
2023年01月,松山大学,松山大学機関リポジトリ,2023,1,2651,2237,0,0,414,0,0,0,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463
2023年01月,松山東雲短期大学,愛媛地区共同リポジトリ　IYOKAN,2023,1,135,129,0,0,6,0,0,0,0,0,0,0,0,0,0,0,134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,松山東雲女子大学,愛媛地区共同リポジトリ　IYOKAN,2023,1,117,111,0,0,6,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,松本大学,松本大学機関リポジトリ,2023,1,1215,1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544
2023年01月,松本短期大学,松本短期大学リポジトリ,2023,1,283,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,松本歯科大学,松本歯科大学リポジトリ,2023,1,2151,2118,0,0,31,0,108,0,108,0,0,0,0,0,1,0,75,0,1166,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,763,0,0,0,108,0,108,0,0,0,0,0,1,0,44,0,1166,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,763
2023年01月,共愛学園前橋国際大学,群馬県地域共同リポジトリ　AKAGI,2023,1,244,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2023年01月,郡山女子大学,郡山女子大学学術成果リポジトリ,2023,1,121,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2023年01月,九州情報大学,九州情報大学学術機関リポジトリ,2023,1,330,265,0,0,65,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2023年01月,九州看護福祉大学,九州看護福祉大学学術機関リポジトリ,2023,1,322,220,0,0,102,0,0,0,0,0,0,0,0,0,0,0,275,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2023年01月,九州保健福祉大学,九州保健福祉大学リポジトリ,2023,1,878,778,503,0,100,0,15,0,15,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,15,0,15,0,0,0,0,0,0,0,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,30
2023年01月,九州大学,九州大学学術情報リポジトリ,2023,1,53607,48571,34929,0,3102,0,3118,0,3118,0,0,0,0,0,2042,0,30020,0,5845,0,0,2353,395,0,0,0,411,0,0,82,0,0,0,0,0,0,0,0,1007,864,0,0,0,0,3802,0,0,3118,0,60,0,0,0,0,0,0,0,0,0,0,3608,0,0,0,3118,0,3118,0,0,0,0,0,1945,0,28332,0,5484,0,0,2338,332,0,0,0,404,0,0,4,0,0,0,0,0,0,0,0,1004,629,0,0,0,0,1349,0,0,3118,0,59,0,0,0,0,0,0,0,0,0,0,3573
2023年01月,九州産業大学,九州産業大学学術リポジトリ,2023,1,7235,3722,0,0,3513,0,23,0,23,0,0,0,0,0,0,0,5731,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1478,0,0,0,23,0,23,0,0,0,0,0,0,0,2218,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,1478
2023年01月,九州ルーテル学院大学,九州ルーテルリポジトリ,2023,1,395,324,298,0,71,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2023年01月,九州共立大学,九州共立大学学術リポジトリ,2023,1,384,383,43,0,1,0,0,0,0,0,0,0,0,0,0,0,340,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,339,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2023年01月,九州国際大学,九州国際大学学術成果リポジトリ,2023,1,728,691,0,0,37,0,0,0,0,0,0,0,0,0,0,0,726,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023年01月,九州工業大学,キューテイカー,2023,1,7697,6623,1069,0,0,0,987,0,987,0,0,0,0,0,532,0,1778,0,3142,0,0,0,29,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,63,40,0,0,0,0,1076,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,987,0,987,0,0,0,0,0,532,0,1778,0,3142,0,0,0,29,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,63,40,0,0,0,0,2,0,0,987,0,0,0,0,0,0,0,0,0,0,0,0,30
2023年01月,京都女子大学,京都女子大学学術情報リポジトリ,2023,1,3019,3008,0,0,7,0,38,0,38,0,0,0,0,0,0,0,2625,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,348,0,0,0,38,0,38,0,0,0,0,0,0,0,2618,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,348
2023年01月,京都外国語大学,京都外国語大学機関リポジトリ,2023,1,366,366,0,0,0,0,8,0,8,0,0,0,0,0,1,0,326,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,8,0,0,0,0,0,1,0,326,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3
2023年01月,京都教育大学,京都教育大学学術情報リポジトリ,2023,1,7023,3389,0,0,3634,0,0,0,0,0,0,0,0,0,0,0,5642,0,0,0,0,268,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,0,0,0,0,240,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2023年01月,京都芸術大学,京都芸術大学 学術機関リポジトリ,2023,1,356,328,0,0,28,0,26,0,26,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,26,0,26,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,51
2023年01月,京都大学,京都大学学術情報リポジトリ,2023,1,229401,215800,40965,1159,12770,0,215319,29272,194786,3261,0,55,0,0,1520,0,123440,1,40460,365,0,8694,871,281,0,0,1151,3,21,254,0,0,1,0,0,0,0,122,2488,22,0,0,0,0,0,11,18,29416,0,119,0,0,3,0,0,0,1,0,0,0,20139,418,8,0,215319,29272,194786,3261,0,55,0,0,1144,0,121988,1,29333,365,0,8188,850,276,0,0,1144,3,21,251,0,0,1,0,0,0,0,122,2478,20,0,0,0,0,0,11,17,29409,0,119,0,0,3,0,0,0,1,0,0,0,20055
2023年01月,京都橘大学,京都橘大学学術情報リポジトリ,2023,1,306,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2023年01月,京都産業大学,京都産業大学学術リポジトリ,2023,1,7530,2401,0,0,5125,0,39,0,39,0,0,0,0,0,1,0,7113,0,31,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,39,0,39,0,0,0,0,0,1,0,2226,0,31,0,0,68,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,32
2023年01月,京都府立医科大学,京都府立医科大学リポジトリ　橘井,2023,1,937,248,0,0,103,0,0,0,0,0,0,0,0,0,0,0,199,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,13,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132
2023年01月,京都府立大学,京都府立大学学術機関リポジトリ,2023,1,3277,3256,0,0,2,0,68,0,68,0,0,0,0,0,0,0,2116,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1073,0,0,0,68,0,68,0,0,0,0,0,0,0,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,1073
2023年01月,京都ノートルダム女子大学,京都ノートルダム女子大学学術リポジトリ,2023,1,415,411,0,0,4,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,55,57,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,55,57,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
2023年01月,京都光華女子大学,京都光華女子大学学術リポジトリ,2023,1,746,498,0,0,248,0,0,0,0,0,0,0,0,0,0,0,473,0,25,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,473,0,13,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
